charging_station_id,latitude,longitude,station_type,power_output_kw,num_connectors,charging_demand_kwh,num_vehicles_charged,avg_wait_time_minutes,traffic_density,ev_adoption_rate,population_density,time_of_day,day_of_week,weather_condition,temperature_c,grid_load_mw,renewable_energy_share,distance_to_nearest_station,poi_density,user_battery_level,is_optimal_location
CS_0147,12.950803706968658,77.55578402471859,DC Fast Charger,50.0,8,100.7,3,8.3,403.7,12.8,8781.7,20,2,Extreme,29.1,197.2,60.0,1.76,20.4,25.5,0
CS_0148,12.815443625374998,77.65738558362071,Level 2,50.0,3,86.0,4,1.6,159.2,8.0,10645.2,21,1,Rain,33.2,120.0,37.0,2.71,3.8,72.0,1
CS_0149,12.883593939270984,77.51741342800914,Level 2,100.0,7,122.3,3,4.6,184.2,26.8,22530.7,23,1,Clear,34.9,160.6,47.9,4.94,17.6,44.0,1
CS_0150,13.072479765789996,77.66660796443544,DC Fast Charger,22.0,4,110.5,12,0.8,76.7,20.7,8113.9,10,7,Extreme,28.3,378.0,77.8,0.17,3.3,70.7,0
CS_0151,12.871868567200092,77.47206814991867,DC Fast Charger,150.0,5,92.9,9,2.9,90.1,21.6,6951.3,21,7,Cloudy,27.5,145.5,49.9,1.74,11.9,82.0,0
CS_0152,12.843468461627367,77.48406492209718,Level 2,150.0,8,63.2,19,0.1,423.3,26.6,22064.7,12,4,Extreme,31.5,285.3,65.0,0.88,15.8,50.0,1
CS_0153,12.94683582808327,77.4159361872597,DC Fast Charger,150.0,5,132.0,16,9.8,146.3,22.4,15964.1,10,5,Extreme,30.1,111.7,26.5,0.59,23.4,70.0,1
CS_0154,13.09569513623318,77.63867455096269,DC Fast Charger,7.2,5,118.1,1,3.9,425.6,39.7,18650.0,20,7,Extreme,22.3,252.1,65.1,0.17,3.1,31.3,0
CS_0155,12.872616581453451,77.52511657086981,DC Fast Charger,150.0,2,107.7,14,11.1,493.6,26.8,21516.6,21,1,Clear,36.2,222.1,18.3,0.52,28.0,38.6,0
CS_0156,13.001640664221764,77.46873498417342,Level 2,150.0,8,20.3,13,3.2,159.3,25.5,11800.6,3,6,Extreme,29.2,313.2,58.9,1.24,2.5,74.4,0
CS_0157,13.028485884598615,77.46953708328498,Level 2,150.0,7,98.9,12,1.9,257.2,19.5,20002.4,3,1,Cloudy,32.1,253.4,53.5,0.01,10.3,12.5,1
CS_0158,12.87129126319772,77.67041998236877,Level 2,50.0,5,92.8,5,2.6,291.7,20.6,17619.7,20,7,Clear,29.8,245.5,43.5,1.76,14.1,71.8,0
CS_0159,13.018464904583558,77.65017498013832,Level 2,100.0,6,81.4,3,1.4,474.3,39.6,5496.3,11,2,Rain,30.6,287.4,76.2,0.22,10.4,37.2,0
CS_0160,12.910334939815776,77.56605926560717,DC Fast Charger,22.0,8,122.6,2,10.8,130.4,5.2,19406.9,9,5,Clear,27.2,310.3,56.4,1.71,2.7,88.9,0
CS_0161,12.989691749178073,77.58483324012472,DC Fast Charger,100.0,5,121.4,11,1.8,426.2,10.4,11885.8,16,6,Rain,31.5,294.3,30.3,0.95,15.2,84.6,0
CS_0162,12.990058913228268,77.54229767116509,Level 2,150.0,2,113.1,2,1.7,481.0,17.0,9159.4,1,1,Rain,31.4,365.1,50.9,2.98,7.5,52.8,1
CS_0163,12.960732405222428,77.51749996286365,Level 2,22.0,3,131.1,16,5.0,299.5,36.7,24221.5,19,3,Clear,32.3,134.3,73.8,1.15,20.0,16.8,1
CS_0164,12.827086931016323,77.6746430643655,Level 2,22.0,5,69.3,8,0.7,118.6,37.8,20391.0,22,2,Extreme,21.2,387.4,78.7,5.74,28.1,66.9,0
CS_0165,13.050590748676772,77.43768381105609,Level 2,100.0,5,86.4,3,1.2,200.2,7.0,5489.8,10,5,Cloudy,21.9,303.2,34.8,0.79,19.1,17.6,1
CS_0166,12.896234019491521,77.52553403691488,Level 2,100.0,3,102.2,4,2.8,481.6,10.0,20196.7,1,4,Rain,28.6,159.3,16.3,1.57,4.0,18.8,1
CS_0167,12.855955553119957,77.50336857239637,DC Fast Charger,100.0,7,81.3,4,1.0,125.7,35.9,22007.1,1,3,Rain,26.0,224.0,30.3,2.63,12.6,37.5,0
CS_0168,12.81223254246643,77.54944521607536,Level 2,100.0,7,121.8,8,1.5,269.4,14.5,12126.2,19,7,Clear,34.2,192.7,81.2,0.49,3.8,70.5,0
CS_0169,12.977267882956472,77.53728956236355,Level 2,7.2,9,84.3,6,6.0,135.4,19.0,11529.0,12,2,Extreme,23.6,315.1,63.1,0.03,13.6,30.0,1
CS_0170,13.003269308552685,77.55566685949533,DC Fast Charger,50.0,6,139.0,14,1.6,456.9,5.2,13473.6,19,1,Rain,32.5,398.7,87.0,3.08,28.4,83.6,1
CS_0171,12.804976348678357,77.4419756931681,DC Fast Charger,50.0,2,72.1,15,5.1,315.7,22.2,14324.5,12,2,Cloudy,19.7,360.5,13.3,0.69,9.1,44.0,1
CS_0172,12.953627917489785,77.55394245045399,DC Fast Charger,150.0,3,164.0,17,3.4,465.5,35.3,12611.8,20,7,Rain,20.4,358.6,38.1,0.35,2.2,69.8,1
CS_0173,12.867948732559382,77.47272564416618,Level 2,7.2,2,160.9,5,7.3,475.8,17.8,15123.7,16,6,Extreme,27.9,223.6,42.7,1.8,13.8,25.3,0
CS_0174,12.993551837122835,77.45529940469646,DC Fast Charger,22.0,7,97.2,1,6.9,270.0,35.8,24451.4,23,3,Cloudy,29.8,230.8,36.6,0.93,26.3,36.2,0
CS_0175,12.852309928701498,77.41945026563586,Level 2,100.0,3,134.4,12,1.1,471.7,17.1,5641.5,14,2,Clear,31.2,161.1,30.3,0.62,4.1,43.3,0
CS_0176,13.00728132143074,77.62879576762684,Level 2,150.0,4,88.0,19,14.3,50.3,28.0,24651.1,21,3,Extreme,32.9,211.5,46.6,2.46,22.2,26.9,0
CS_0177,12.916020603890162,77.52823257625697,DC Fast Charger,22.0,6,130.4,12,8.1,136.4,15.3,21988.6,13,3,Clear,29.6,288.7,64.2,6.87,12.4,82.8,1
CS_0178,13.08101899662102,77.58799310499353,Level 2,50.0,9,94.7,11,3.8,380.3,23.0,20946.8,20,3,Rain,27.6,352.6,24.5,1.5,13.5,81.2,0
CS_0179,12.841256283243798,77.61827800299143,Level 2,22.0,4,61.4,9,4.1,286.9,34.0,14005.9,0,5,Rain,24.0,117.6,73.3,3.0,22.9,42.3,1
CS_0180,12.902319905315078,77.60379499959407,DC Fast Charger,100.0,7,0.0,19,8.8,495.9,34.7,6501.5,15,2,Rain,19.1,383.9,27.2,3.69,29.2,87.1,0
CS_0181,12.834042056372176,77.54115021572692,DC Fast Charger,100.0,8,91.9,4,3.3,402.9,7.7,17376.3,15,7,Clear,31.4,172.8,87.6,1.32,8.7,18.5,0
CS_0182,13.077408085483569,77.51636955868553,DC Fast Charger,50.0,3,108.4,13,3.3,348.9,37.5,22885.1,21,6,Clear,23.6,160.1,72.5,1.41,12.1,10.3,1
CS_0183,13.063201806014295,77.5127879728922,DC Fast Charger,100.0,7,139.9,10,5.0,460.5,23.3,13500.9,10,5,Cloudy,28.7,219.4,35.9,2.53,1.8,74.0,1
CS_0184,12.877382488314547,77.59201463907903,DC Fast Charger,7.2,3,101.1,1,0.5,201.7,12.7,6386.1,20,4,Cloudy,32.3,291.1,56.8,5.18,10.6,27.2,0
CS_0185,12.997995213810254,77.54843830648257,DC Fast Charger,150.0,2,130.1,10,4.4,125.4,34.1,5108.1,18,4,Rain,43.1,270.8,40.6,3.39,7.2,71.1,1
CS_0186,13.045166660060364,77.65473967439655,DC Fast Charger,50.0,3,86.4,18,1.3,296.2,27.2,7388.1,15,2,Clear,27.6,175.7,89.8,3.05,22.5,68.3,0
CS_0187,12.966560243479838,77.66241059529801,DC Fast Charger,50.0,7,89.9,13,0.6,157.3,22.8,17118.9,6,2,Rain,22.4,387.5,48.2,2.99,20.7,83.6,1
CS_0188,12.958895173506802,77.45116811340196,DC Fast Charger,22.0,2,131.6,7,8.4,154.6,33.4,24818.1,14,1,Extreme,28.8,279.4,64.3,1.27,9.9,28.9,0
CS_0189,12.872555687270136,77.44087009546372,DC Fast Charger,50.0,2,26.1,8,2.4,187.8,12.1,19242.2,19,6,Clear,18.9,346.5,60.9,3.94,19.0,86.6,0
CS_0190,12.82793083034177,77.5891202778108,Level 2,150.0,3,100.4,17,3.5,353.8,25.3,8143.0,9,1,Rain,27.2,374.5,34.1,0.89,24.8,17.1,0
CS_0191,13.069164727385997,77.49036772441869,Level 2,7.2,2,88.0,1,1.7,60.6,38.7,22253.3,17,6,Clear,28.1,220.1,40.8,1.87,25.3,77.0,1
CS_0192,13.070125417148999,77.40557121562954,Level 2,22.0,9,140.8,16,0.2,432.5,27.3,18205.3,16,5,Cloudy,28.8,169.4,50.2,0.29,23.7,41.9,0
CS_0193,12.98993043718198,77.66659280080889,DC Fast Charger,150.0,9,84.2,4,2.9,325.4,26.0,11031.2,17,1,Extreme,34.0,292.0,29.8,2.1,10.6,12.6,1
CS_0194,12.901708937314611,77.46807023017315,Level 2,50.0,7,115.5,17,6.9,187.0,6.0,15033.5,6,4,Rain,31.6,201.0,25.9,2.77,14.4,40.4,0
CS_0195,12.904762872383799,77.67878419550574,Level 2,100.0,8,127.6,13,7.1,100.9,11.4,13060.1,8,6,Cloudy,24.5,215.3,87.3,1.06,19.4,78.0,0
CS_0196,13.017786703661072,77.61523033526348,Level 2,100.0,6,55.2,10,12.8,405.5,26.4,22424.3,13,1,Rain,34.7,141.3,32.6,1.44,11.3,56.6,0
CS_0197,13.069133077985773,77.62879604697345,Level 2,150.0,4,95.8,9,9.2,246.4,29.6,24066.3,0,6,Rain,34.4,346.0,37.5,0.03,19.9,10.3,1
CS_0198,13.066125927279534,77.46043844873795,Level 2,7.2,9,87.1,14,20.2,245.9,36.5,7473.7,16,7,Extreme,23.8,334.0,75.7,4.69,23.4,60.5,0
CS_0199,13.033962663757286,77.47025832768504,DC Fast Charger,100.0,3,128.4,17,4.2,261.6,35.5,7948.7,0,4,Extreme,19.8,291.3,72.7,3.37,2.8,17.9,0
CS_0200,12.992609493846286,77.55638032614722,DC Fast Charger,150.0,9,120.3,3,0.3,236.3,17.6,6649.2,10,6,Extreme,17.0,214.2,22.4,2.65,12.0,45.4,1
CS_0201,12.825241989498515,77.45162995579497,DC Fast Charger,22.0,2,93.0,1,10.0,281.0,29.1,12600.6,17,7,Extreme,31.1,390.9,22.9,0.14,18.6,22.2,0
CS_0202,12.848488614228385,77.49162950780492,Level 2,50.0,2,68.6,1,15.2,333.8,21.2,24421.1,12,5,Rain,33.1,207.7,23.5,0.49,12.3,62.4,0
CS_0203,13.069566256558124,77.49643874338435,Level 2,7.2,7,131.1,2,3.1,244.0,21.7,24746.2,23,3,Extreme,26.0,285.7,55.4,9.03,17.9,85.9,0
CS_0204,12.981928717897876,77.44788897997583,DC Fast Charger,7.2,2,98.0,16,0.6,487.8,38.1,16918.9,12,4,Rain,27.9,144.6,75.8,1.23,16.7,11.9,1
CS_0205,12.80275911548499,77.46155485001856,DC Fast Charger,22.0,2,51.4,9,0.1,228.9,30.6,14270.2,17,5,Clear,30.7,142.2,68.9,4.2,26.7,15.8,0
CS_0206,12.83044146285981,77.63656555260248,DC Fast Charger,7.2,6,54.0,14,4.8,146.5,38.9,11047.6,19,2,Clear,29.5,386.6,40.9,2.27,16.0,72.0,0
CS_0207,12.999050530732417,77.45015875636419,Level 2,150.0,8,113.1,1,5.5,491.0,32.1,5009.8,17,4,Extreme,29.9,318.2,56.6,3.32,25.6,17.9,0
CS_0208,12.801518475153866,77.40853721755319,DC Fast Charger,7.2,3,61.7,3,0.1,183.2,30.4,10256.9,5,4,Extreme,38.6,107.8,66.4,1.88,3.2,82.4,1
CS_0209,12.84824241542525,77.58880648278868,DC Fast Charger,7.2,3,155.8,18,14.9,329.4,20.0,7926.1,12,2,Clear,27.2,291.6,10.9,0.42,18.1,78.8,0
CS_0210,12.964620136809977,77.69279493581774,DC Fast Charger,7.2,7,71.9,1,3.9,422.9,8.7,5039.7,5,6,Cloudy,28.9,114.2,75.9,1.44,13.3,89.9,0
CS_0211,13.007568559307808,77.49936414438694,DC Fast Charger,150.0,6,100.0,11,4.7,51.8,27.1,22919.9,7,3,Clear,25.2,323.3,72.7,3.68,23.8,27.2,1
CS_0212,12.99558837785078,77.43559671095888,DC Fast Charger,50.0,6,104.8,5,4.2,177.3,21.4,6686.7,17,7,Extreme,33.5,116.5,69.1,4.82,14.8,71.3,0
CS_0213,12.867280792838168,77.57111619761027,Level 2,100.0,6,78.1,11,1.9,289.3,25.7,19172.7,0,1,Cloudy,35.6,210.4,87.1,2.45,22.9,63.4,0
CS_0214,13.01365376640426,77.6719062633287,Level 2,7.2,3,32.8,6,11.5,255.1,14.9,23490.5,11,4,Cloudy,29.2,213.2,10.7,2.23,8.4,44.2,0
CS_0215,12.871174726249041,77.63521853394855,DC Fast Charger,22.0,8,105.7,7,0.0,82.8,11.9,7541.5,0,7,Clear,29.9,277.5,76.0,1.98,18.8,40.4,0
CS_0216,12.89761990944778,77.58675476052382,Level 2,22.0,5,77.4,13,6.9,251.2,14.3,9809.8,11,1,Rain,34.9,163.7,47.5,1.67,1.0,70.0,0
CS_0217,13.023947421535407,77.49451694898228,DC Fast Charger,150.0,7,103.5,16,2.2,97.7,28.0,9700.8,13,6,Cloudy,26.0,307.9,70.7,4.42,4.4,39.0,0
CS_0218,12.994889869714164,77.56256405198287,DC Fast Charger,50.0,7,96.3,3,1.1,162.4,38.4,6722.3,4,7,Extreme,29.6,260.7,12.4,2.93,22.6,12.5,0
CS_0219,13.054767023148253,77.42737345239128,Level 2,7.2,4,107.9,15,2.9,387.0,39.7,23194.4,11,1,Extreme,19.9,200.5,14.7,2.53,0.5,55.0,0
CS_0220,12.997283867690102,77.6036836272842,Level 2,150.0,9,146.9,8,1.1,130.4,33.3,21981.2,20,4,Extreme,28.7,332.0,20.1,1.06,0.1,80.6,0
CS_0221,12.970492581000642,77.6175288056693,Level 2,100.0,9,83.6,16,10.2,349.4,38.5,12615.2,1,4,Rain,27.0,281.0,24.8,1.24,28.3,13.3,1
CS_0222,12.828102430348428,77.68950948687298,Level 2,50.0,6,85.9,17,7.9,487.8,14.9,20389.0,5,7,Extreme,34.0,369.4,21.3,1.14,3.7,29.8,0
CS_0223,12.91031474091783,77.47811920762352,DC Fast Charger,50.0,9,50.0,13,9.7,161.1,5.1,15188.3,15,7,Rain,27.1,255.9,37.2,12.99,7.2,20.2,0
CS_0224,12.879560710304519,77.40553692571291,Level 2,150.0,6,94.1,3,9.0,166.8,11.8,18581.6,1,4,Cloudy,26.4,195.0,34.7,5.09,6.6,28.0,0
CS_0225,12.873196893013725,77.56368253932816,DC Fast Charger,22.0,3,112.3,3,8.7,478.9,27.2,18782.9,22,6,Rain,36.0,101.7,27.3,0.22,15.0,17.6,0
CS_0226,13.091903166425734,77.61203715131904,DC Fast Charger,50.0,8,85.5,13,4.4,349.3,36.5,20506.4,2,5,Clear,27.0,271.2,22.2,1.27,29.3,79.4,1
CS_0227,12.917929317400029,77.6371222427649,DC Fast Charger,22.0,7,112.5,17,11.6,396.5,37.0,22983.6,14,2,Rain,31.2,370.8,64.0,0.62,2.2,25.6,1
CS_0228,13.067613966553134,77.45812167990745,DC Fast Charger,50.0,9,94.7,14,0.3,406.2,34.1,20781.8,17,1,Clear,35.1,139.1,48.1,0.71,26.3,27.6,0
CS_0229,12.98934158779918,77.47852586071112,DC Fast Charger,50.0,3,60.9,5,1.7,378.4,31.7,19130.6,10,4,Cloudy,25.1,393.2,86.2,0.03,17.3,55.7,0
CS_0230,13.038443391062494,77.5537772775802,Level 2,50.0,8,109.4,12,1.2,489.6,15.6,17440.0,5,6,Rain,32.3,292.9,75.9,0.28,20.2,66.0,1
CS_0231,12.950791127931558,77.499180242991,DC Fast Charger,100.0,4,93.8,16,0.6,173.6,8.1,9181.7,16,3,Cloudy,24.3,173.7,70.2,1.78,23.5,75.1,0
CS_0232,12.973071165387907,77.65815344597624,Level 2,22.0,2,103.7,6,0.0,283.3,23.4,10662.7,4,5,Clear,31.3,383.9,16.9,2.15,26.1,77.7,1
CS_0233,12.94775530814566,77.54212804612162,DC Fast Charger,100.0,3,83.0,9,2.6,348.8,16.7,6507.2,9,4,Cloudy,32.3,396.9,82.7,6.18,26.0,18.7,1
CS_0234,12.858572896339414,77.6398735932306,Level 2,22.0,8,80.3,16,6.4,368.3,9.5,10155.5,10,2,Extreme,25.3,109.1,87.9,3.49,22.1,28.5,0
CS_0235,13.01673563457845,77.57418592814471,Level 2,100.0,8,104.7,4,5.2,136.5,21.0,15878.8,21,5,Extreme,16.7,386.2,15.8,0.58,10.8,18.8,0
CS_0236,12.884231708732257,77.63192704248513,DC Fast Charger,100.0,4,93.1,6,5.3,444.0,23.4,24073.6,7,1,Clear,22.7,178.9,77.1,1.52,24.3,75.5,0
CS_0237,12.807294789929436,77.4998018959591,DC Fast Charger,100.0,8,151.7,19,11.0,416.6,32.1,7536.1,2,1,Extreme,28.8,320.7,43.6,0.44,9.7,48.7,0
CS_0238,12.99364168877215,77.64942498657909,Level 2,150.0,9,124.0,1,15.8,168.9,33.3,13855.9,22,1,Clear,22.7,184.3,35.5,1.25,19.5,66.6,1
CS_0239,12.853133203822114,77.48237169466532,DC Fast Charger,100.0,3,116.4,8,5.7,294.8,21.4,20016.8,16,4,Extreme,25.9,236.5,64.2,2.92,14.5,52.3,0
CS_0240,13.082137575305874,77.56382964240099,DC Fast Charger,50.0,3,94.7,6,0.4,182.6,37.2,20873.1,5,5,Rain,30.6,180.9,35.3,2.86,27.0,25.6,1
CS_0241,13.086178573100776,77.46420213395217,Level 2,7.2,3,39.2,3,5.6,214.6,32.6,8821.2,0,2,Cloudy,26.6,316.1,18.8,2.96,1.2,24.5,0
CS_0242,13.074459317066134,77.54265795648786,Level 2,100.0,5,75.8,14,4.0,290.1,20.1,8566.2,22,2,Clear,28.4,341.0,65.8,0.46,11.4,16.6,0
CS_0243,12.911047610076634,77.49545256285262,DC Fast Charger,7.2,9,80.6,2,0.3,292.8,17.3,17214.1,14,2,Rain,24.7,319.4,62.5,1.1,0.1,51.2,0
CS_0244,12.80463698495866,77.48001102919117,DC Fast Charger,7.2,8,91.8,16,1.5,289.4,16.1,23281.0,23,5,Extreme,37.4,387.7,73.1,2.43,9.2,17.1,0
CS_0245,13.078495568776317,77.69009550540841,DC Fast Charger,50.0,5,99.0,13,1.4,294.9,21.2,21087.2,21,6,Rain,24.4,143.0,54.9,0.22,1.3,38.1,0
CS_0246,12.928455244495195,77.44802223164602,DC Fast Charger,7.2,6,119.7,16,7.4,336.3,16.6,12688.2,16,7,Cloudy,27.8,273.4,73.9,0.82,4.0,55.3,1
CS_0247,13.089996445713101,77.63619775123722,Level 2,7.2,5,108.2,11,2.1,57.1,21.4,18167.3,7,7,Rain,30.7,383.7,10.6,1.87,6.7,74.5,0
CS_0248,13.089085993126776,77.69524948784496,Level 2,7.2,4,134.8,11,3.5,112.9,25.2,10096.7,1,5,Cloudy,22.8,239.1,71.5,1.44,7.9,85.3,0
CS_0249,13.055902836640207,77.40597044512202,DC Fast Charger,22.0,3,90.6,16,7.7,261.6,10.8,14434.8,14,6,Clear,28.1,366.5,45.0,0.15,2.3,29.3,0
CS_0250,12.888334667620876,77.60970822421264,Level 2,100.0,5,107.7,10,13.8,368.8,32.9,15709.5,15,3,Clear,27.0,103.2,55.8,2.52,27.6,38.3,0
CS_0251,12.915529318580578,77.47587354166689,Level 2,100.0,7,110.3,17,3.9,279.2,8.9,17754.8,16,1,Cloudy,31.9,383.5,81.2,0.94,5.2,32.4,0
CS_0252,13.055341001455057,77.4121463472985,Level 2,7.2,3,107.4,12,4.1,333.0,19.2,13007.2,21,6,Extreme,28.2,115.2,72.0,5.43,4.6,15.2,0
CS_0253,12.895076601546883,77.520866873687,Level 2,50.0,2,138.5,5,0.5,486.8,10.8,5640.3,20,6,Rain,25.1,117.6,62.1,0.64,17.3,56.2,0
CS_0254,12.850847824005829,77.68056534305127,Level 2,22.0,6,124.1,12,3.4,378.5,15.6,23561.1,4,2,Clear,29.5,208.2,21.8,7.88,15.7,71.2,0
CS_0255,12.967040378737504,77.4035295283101,Level 2,50.0,5,60.4,3,5.8,472.9,21.0,24124.8,5,2,Extreme,33.6,351.1,30.2,4.2,17.0,80.6,0
CS_0256,13.080846432248235,77.57636570757894,Level 2,50.0,7,96.6,19,1.0,58.6,31.2,18739.8,5,6,Cloudy,26.5,125.9,37.9,2.7,5.5,48.7,0
CS_0257,13.008808939002492,77.5504189435786,DC Fast Charger,7.2,8,99.6,10,0.6,251.2,26.9,10327.4,10,7,Clear,28.3,378.6,84.7,0.5,15.1,26.4,0
CS_0258,12.97101835102681,77.66201524931132,DC Fast Charger,150.0,7,164.5,16,10.0,209.5,17.6,16894.9,7,5,Cloudy,27.6,166.9,71.9,2.21,0.1,76.1,0
CS_0259,12.829152948131231,77.42520051435619,Level 2,7.2,3,90.1,19,0.6,367.5,25.7,10522.1,14,2,Extreme,30.0,114.8,50.0,0.33,13.2,67.0,0
CS_0260,12.984502168009751,77.604457808966,Level 2,150.0,2,70.5,11,12.2,468.2,15.4,18976.7,3,3,Extreme,24.2,269.1,70.7,1.84,19.9,70.9,1
CS_0261,13.097016155031278,77.60403290952999,Level 2,22.0,6,113.1,16,1.6,68.1,34.3,12205.7,7,7,Clear,37.3,348.8,31.0,2.39,9.7,18.4,0
CS_0262,12.842025204570957,77.6007240050587,Level 2,150.0,6,114.9,10,2.0,75.8,21.9,16148.9,0,2,Rain,34.8,391.7,22.0,0.8,0.1,47.6,0
CS_0263,12.955498895709121,77.68270034848051,Level 2,7.2,2,97.8,15,3.7,352.8,30.1,6178.9,3,5,Extreme,26.3,171.1,56.9,10.26,20.5,11.0,0
CS_0264,13.063211921578386,77.64692625870207,DC Fast Charger,7.2,5,93.4,3,1.0,205.7,15.9,24923.8,15,2,Extreme,38.6,354.6,44.0,0.18,7.5,84.9,0
CS_0265,13.02223058532626,77.41259181787306,Level 2,50.0,5,128.5,10,5.8,141.4,28.7,18243.0,23,2,Extreme,15.8,142.5,46.7,1.84,16.8,48.8,1
CS_0266,13.00910472229858,77.54132485521136,DC Fast Charger,7.2,3,74.4,12,3.7,479.6,37.4,23800.9,7,1,Cloudy,32.3,324.6,23.6,2.55,5.6,19.9,0
CS_0267,13.010745225196132,77.5193859168604,DC Fast Charger,7.2,9,89.8,9,14.6,56.3,8.8,19891.0,19,3,Extreme,46.5,109.8,39.1,0.31,11.0,58.5,0
CS_0268,12.907847345365926,77.49304416632725,Level 2,100.0,4,84.3,19,12.1,173.3,25.7,16237.7,23,4,Extreme,26.8,216.4,88.0,4.6,20.7,74.8,0
CS_0269,12.888077553279349,77.53540101754623,Level 2,100.0,3,132.8,1,7.3,199.3,22.5,19728.8,18,6,Clear,32.4,343.4,16.3,1.66,21.0,25.6,0
CS_0270,13.042808346643554,77.5152582554778,Level 2,50.0,3,108.6,13,1.0,402.3,23.9,14385.9,2,2,Cloudy,32.5,138.6,88.7,6.64,8.4,65.0,1
CS_0271,13.043034018403754,77.5297001699636,DC Fast Charger,150.0,8,68.1,7,1.2,302.8,11.8,24185.9,22,6,Clear,26.9,280.3,58.6,1.24,28.4,19.5,1
CS_0272,13.060121695574031,77.6937785596826,DC Fast Charger,150.0,3,71.1,7,1.6,197.8,5.9,20486.6,21,4,Extreme,30.8,348.9,43.0,5.76,20.2,62.5,0
CS_0273,13.073972165766941,77.42658989242489,DC Fast Charger,100.0,8,156.2,6,9.0,126.4,7.5,7420.8,14,6,Cloudy,36.5,162.2,10.2,1.68,19.0,66.0,0
CS_0274,12.953402719658282,77.67666926095163,Level 2,22.0,2,132.5,12,5.2,148.0,14.9,24013.1,17,3,Rain,23.7,340.7,45.0,0.5,27.0,58.2,1
CS_0275,12.95045488840616,77.54407101404131,Level 2,100.0,6,125.2,4,1.0,67.4,34.9,16515.3,16,4,Rain,30.6,191.9,45.9,1.16,8.5,84.2,1
CS_0276,13.039488553690033,77.58712267364987,Level 2,22.0,6,100.4,10,3.1,426.6,33.2,14009.4,0,7,Clear,32.8,220.6,28.9,1.18,2.3,46.4,0
CS_0277,12.994989179233329,77.64905488998531,Level 2,150.0,4,145.3,19,18.4,102.7,39.8,20843.8,23,1,Clear,24.7,325.3,78.6,4.32,18.0,48.8,0
CS_0278,13.010590063177311,77.50813890874478,Level 2,100.0,9,66.9,2,6.6,420.4,30.9,9573.6,18,3,Extreme,28.6,347.0,40.0,1.49,5.0,21.2,0
CS_0279,13.03873780083083,77.52912657242639,Level 2,7.2,5,122.6,4,13.6,112.6,17.3,24164.0,8,2,Clear,30.6,190.7,18.9,3.36,8.8,42.7,1
CS_0280,13.06700160254527,77.52285554408361,DC Fast Charger,22.0,3,86.7,15,8.3,457.7,37.1,8326.7,22,7,Cloudy,24.6,166.1,77.4,3.44,10.2,71.3,0
CS_0281,12.90139854705546,77.51241930676073,DC Fast Charger,22.0,2,92.5,6,6.5,355.3,32.7,10913.7,15,5,Extreme,35.5,267.8,62.5,1.42,29.0,11.2,1
CS_0282,12.912674885791983,77.67765879649407,Level 2,22.0,2,121.8,1,8.9,208.4,29.5,22780.8,9,6,Extreme,29.5,272.8,14.1,0.21,25.1,30.5,1
CS_0283,12.82819458195226,77.64867896735791,Level 2,150.0,3,95.7,18,5.9,226.7,23.8,17166.7,6,7,Extreme,24.7,126.5,15.9,3.27,17.4,37.7,0
CS_0284,12.973484042298852,77.4326999969589,DC Fast Charger,50.0,2,87.0,8,4.2,178.1,30.1,22090.4,15,5,Rain,22.5,270.2,88.0,5.62,24.4,89.8,0
CS_0285,12.810782682139024,77.43243700574314,DC Fast Charger,7.2,2,85.1,13,6.7,145.1,38.6,8986.7,9,4,Cloudy,26.8,290.9,79.4,7.47,14.3,89.2,0
CS_0286,12.939679405439739,77.5283608544559,DC Fast Charger,100.0,8,40.4,19,1.3,460.0,35.2,21075.7,9,4,Clear,26.6,129.5,80.6,0.61,11.4,51.1,1
CS_0287,12.962793390412273,77.42959721301985,Level 2,22.0,3,122.9,16,3.4,133.0,11.8,8567.8,16,3,Clear,30.2,344.9,17.7,0.31,0.8,64.1,0
CS_0288,12.885962375638485,77.58572792858133,DC Fast Charger,150.0,4,69.8,1,15.1,129.2,8.4,19864.4,11,6,Cloudy,22.2,250.3,19.9,0.32,26.0,41.7,0
CS_0289,12.977249978170704,77.44310748217852,DC Fast Charger,22.0,2,155.8,2,8.3,212.1,5.6,8090.9,16,1,Clear,25.0,280.3,89.0,2.3,18.5,11.4,1
CS_0290,12.809150074981716,77.55671197919004,DC Fast Charger,100.0,6,91.4,19,13.0,492.9,29.9,11859.4,22,4,Clear,35.8,255.6,89.3,5.71,6.2,39.1,0
CS_0291,12.811204456624765,77.40216598410112,DC Fast Charger,7.2,7,139.3,14,17.1,259.2,14.8,14524.2,17,7,Rain,20.5,244.6,47.4,0.17,26.9,17.4,1
CS_0292,13.046780168197897,77.4949789045238,DC Fast Charger,22.0,6,45.7,15,4.4,209.9,30.1,23376.7,6,2,Rain,25.2,189.6,68.5,1.24,8.1,19.8,0
CS_0293,12.90805719242338,77.6031572171018,Level 2,150.0,9,121.9,2,1.1,499.3,11.4,19634.6,11,5,Clear,22.1,209.7,68.9,2.51,21.9,25.5,0
CS_0294,12.838118153795566,77.54521168206836,Level 2,150.0,8,129.7,13,6.8,383.0,20.3,10635.2,7,2,Extreme,29.2,313.5,89.2,3.31,23.0,84.7,1
CS_0295,12.956672978016442,77.6934808457997,DC Fast Charger,50.0,8,139.1,11,0.0,475.1,5.5,13929.0,17,2,Rain,31.7,289.5,72.4,1.22,24.1,65.5,1
